id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
578,57973,"java.util.concurrent.ConcurrentMap.merge(K,V,java.util.function.BiFunction<? super,? super,? extends V>)","If the specified key is not already associated with a value or is associated with null, associates it with the given non-null value.",53,associate
579,10780,"java.security.Provider.merge(java.lang.Object,java.lang.Object,java.util.function.BiFunction<? super,? super,? extends java.lang.Object>)","If the specified key is not already associated with a value or is associated with null, associates it with the given value.",34,associate
580,15628,"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection<? extends java.util.concurrent.Callable<T>>,long,java.util.concurrent.TimeUnit)","Executes the given tasks, returning a list of Futures holding their status and results when all complete or the timeout expires, whichever happens first.",33,execute
581,7890,"java.lang.Runtime.exec(java.lang.String,java.lang.String[])",Executes the specified string command in a separate process with the specified environment.,33,execute
582,15589,"java.util.concurrent.CompletionStage.thenApplyAsync(java.util.function.Function<? super,? extends U>,java.util.concurrent.Executor)","Returns a new CompletionStage that, when this stage completes normally, is executed using the supplied Executor, with this stage's result as the argument to the supplied function.",54,return
583,16168,java.util.concurrent.FutureTask.runAndReset(),"Executes the computation without setting its result, and then resets this future to initial state, failing to do so if the computation encounters an exception or is cancelled.",33,execute
584,58008,"java.util.concurrent.CompletableFuture.thenAcceptAsync(java.util.function.Consumer<? super T>,java.util.concurrent.Executor)","Returns a new CompletionStage that, when this stage completes normally, is executed using the supplied Executor, with this stage's result as the argument to the supplied action.",54,return
585,57997,"java.util.concurrent.CompletableFuture.acceptEitherAsync(java.util.concurrent.CompletionStage<? extends T>,java.util.function.Consumer<? super T>)","Returns a new CompletionStage that, when either this or the other given stage complete normally, is executed using this stage's default asynchronous execution facility, with the corresponding result as argument to the supplied action.",54,return
586,58007,java.util.concurrent.CompletableFuture.thenAccept(java.util.function.Consumer<? super T>),"Returns a new CompletionStage that, when this stage completes normally, is executed with this stage's result as the argument to the supplied action.",54,return
587,42700,android.inputmethodservice.InputMethodService.sendDefaultEditorAction(boolean),Ask the input target to execute its default action via InputConnection.performEditorAction().,6,ask
588,7891,"java.lang.Runtime.exec(java.lang.String,java.lang.String[],java.io.File)",Executes the specified string command in a separate process with the specified environment and working directory.,33,execute
589,15582,java.util.concurrent.CompletionStage.thenAcceptAsync(java.util.function.Consumer<? super java.util.concurrent.CompletionStage>),"Returns a new CompletionStage that, when this stage completes normally, is executed using this stage's default asynchronous execution facility, with this stage's result as the argument to the supplied action.",54,return
590,58921,"org.json.JSONObject.optString(java.lang.String,java.lang.String)","Returns the value mapped by name if it exists, coercing it if necessary, or fallback if no such mapping exists.",54,return
591,37423,android.content.Intent.hasCategory(java.lang.String),Check if a category exists in the intent.,65,check
592,15855,java.util.concurrent.ConcurrentLinkedDeque.remove(java.lang.Object),"Removes the first element e such that o.equals(e), if such an element exists in this deque.",68,remove
593,58911,"org.json.JSONObject.optBoolean(java.lang.String,boolean)","Returns the value mapped by name if it exists and is a boolean or can be coerced to a boolean, or fallback otherwise.",54,return
594,45967,android.os.Bundle.getFloatArray(java.lang.String),"Returns the value associated with the given key, or null if no mapping of the desired type exists for the given key or a null value is explicitly associated with the key.",54,return
595,14185,java.util.Spliterator.OfDouble.tryAdvance(java.util.function.Consumer<? super java.lang.Double>),"If a remaining element exists, performs the given action on it, returning true; else returns false.",33,\N
596,50857,android.util.ArrayMap.containsKey(java.lang.Object),Check whether a key exists in the array.,65,check
597,44305,android.media.session.MediaController.getSessionActivity(),Get an intent for launching UI associated with this session if one exists.,54,get
598,6902,java.io.File.exists(),Tests whether the file or directory denoted by this abstract pathname exists.,65,test
599,58897,org.json.JSONObject.getBoolean(java.lang.String),"Returns the value mapped by name if it exists and is a boolean or can be coerced to a boolean, or throws otherwise.",54,return
600,49788,android.test.mock.MockCursor.moveToLast(),Move the cursor to the last row.,75,move
601,38383,android.database.CursorWrapper.move(int),"Move the cursor by a relative amount, forward or backward, from the current position.",75,move
602,3104,"java.awt.Component.setBounds(int,int,int,int)",Moves and resizes this component.,75,\N
603,52961,android.view.Window.setExitTransition(android.transition.Transition),Sets the Transition that will be used to move Views out of the scene when starting a new Activity.,77,set
604,24213,"javax.swing.JLayeredPane.setPosition(java.awt.Component,int)","Moves the component to position within its current layer, where 0 is the topmost position within the layer and -1 is the bottommost position.",75,move
605,42616,android.inputmethodservice.KeyboardView.OnKeyboardActionListener.swipeDown(),Called when the user quickly moves the finger from up to down.,9,call
606,28728,javax.swing.text.DefaultCaret.mouseDragged(java.awt.event.MouseEvent),Moves the caret position according to the mouse pointer's current location.,75,move
607,55989,android.widget.TextView.bringPointIntoView(int),"Move the point, specified by the offset, into the view if it is needed.",75,move
608,38384,android.database.CursorWrapper.moveToFirst(),Move the cursor to the first row.,75,move
609,14017,java.util.List.addAll(java.util.Collection<? extends java.util.List>),"Appends all of the elements in the specified collection to the end of this list, in the order that they are returned by the specified collection's iterator (optional operation).",61,append
610,8100,java.lang.StringBuffer.append(java.lang.Object),Appends the string representation of the Object argument.,61,append
611,58111,java.util.concurrent.CopyOnWriteArrayList.add(E),Appends the specified element to the end of this list.,61,append
612,41547,"android.icu.text.MessageFormat.format(java.lang.Object,java.lang.StringBuffer,java.text.FieldPosition)","Formats an array of objects and appends the MessageFormat's pattern, with arguments replaced by the formatted objects, to the provided StringBuffer.",24,format
613,8113,java.lang.StringBuffer.appendCodePoint(int),Appends the string representation of the codePoint argument to this sequence.,61,append
614,55987,"android.widget.TextView.append(java.lang.CharSequence,int,int)","Convenience method to append the specified text slice to the TextView's display buffer, upgrading it to EDITABLE if it was not already editable.",61,append
615,13711,java.time.format.DateTimeFormatterBuilder.appendInstant(int),Appends an instant using ISO-8601 to the formatter with control over the number of fractional digits.,61,append
616,50126,"android.text.SpannableStringBuilder.append(java.lang.CharSequence,java.lang.Object,int)",Appends the character sequence text and spans what over the appended part.,61,append
617,14308,java.util.ArrayList.addAll(java.util.Collection<? extends java.util.ArrayList>),"Appends all of the elements in the specified collection to the end of this list, in the order that they are returned by the specified collection's Iterator.",61,append
618,8162,java.lang.StringBuilder.append(double),Appends the string representation of the double argument to this sequence.,61,append
619,27027,javax.swing.plaf.metal.MetalLookAndFeel.getID(),Returns an identifier for this look and feel.,54,return
620,27320,javax.swing.plaf.multi.MultiLookAndFeel.isSupportedLookAndFeel(),Returns true if every platform permits this look and feel.,54,return
621,27745,"javax.swing.plaf.synth.SynthInternalFrameUI.paint(java.awt.Graphics,javax.swing.JComponent)",Paints the specified component according to the Look and Feel.,4,paint
622,24667,javax.swing.JScrollPane.setUI(javax.swing.plaf.ScrollPaneUI),Sets the ScrollPaneUI object that provides the look and feel (L&F) for this component.,77,set
623,28359,javax.swing.table.JTableHeader.setUI(javax.swing.plaf.TableHeaderUI),Sets the look and feel (L&F) object that renders this component.,77,set
624,28174,"javax.swing.plaf.synth.SynthToolTipUI.paint(java.awt.Graphics,javax.swing.JComponent)",Paints the specified component according to the Look and Feel.,4,paint
625,25380,javax.swing.LookAndFeel.getDescription(),"Return a one line description of this look and feel implementation, e.g.",54,return
626,26455,javax.swing.plaf.basic.BasicLookAndFeel.getAudioActionMap(),Returns an ActionMap containing the audio actions for this look and feel.,54,return
627,28169,javax.swing.plaf.synth.SynthToolBarUI.setBorderToRollover(java.awt.Component),"This implementation does nothing, because the rollover property of the JToolBar class is not used in the Synth Look and Feel.",53,\N
628,24148,javax.swing.JLabel.setDisplayedMnemonicIndex(int),Provides a hint to the look and feel as to which character in the text should be decorated to represent the mnemonic.,48,\N
629,4142,java.awt.TextComponent.selectAll(),Selects all the text in this text component.,42,select
630,24112,javax.swing.JInternalFrame.setSelected(boolean),Selects or deselects the internal frame if it's showing.,42,select
631,29019,"javax.swing.text.JTextComponent.select(int,int)",Selects the text between the specified start and end positions.,42,select
632,44616,"android.media.tv.TvView.selectTrack(int,java.lang.String)",Selects a track.,42,select
633,23358,javax.swing.DefaultButtonModel.setSelected(boolean),Selects or deselects the button.,42,select
634,25276,javax.swing.JTree.setSelectionRows(int[]),Selects the nodes corresponding to each of the specified rows in the display.,42,select
635,24276,"javax.swing.JList.setSelectedValue(java.lang.Object,boolean)",Selects the specified object from the list.,42,select
636,26492,javax.swing.plaf.basic.BasicOptionPaneUI.getInitialValueIndex(),Returns the initial index into the buttons to select.,54,return
637,41844,"android.icu.text.SelectFormat.format(java.lang.Object,java.lang.StringBuffer,java.text.FieldPosition)",Selects the phrase for the given keyword.,42,select
638,4141,"java.awt.TextComponent.select(int,int)",Selects the text between the specified start and end positions.,42,select
639,6369,java.awt.print.PrinterJob.setPrintable(java.awt.print.Printable),Calls painter to render the pages.,9,\N
640,3489,"java.awt.Graphics2D.drawImage(java.awt.Image,java.awt.geom.AffineTransform,java.awt.image.ImageObserver)","Renders an image, applying a transform from image space into user space before drawing.",4,render
641,28794,javax.swing.text.DefaultHighlighter.paint(java.awt.Graphics),Renders the highlights.,4,render
642,27737,"javax.swing.plaf.synth.SynthGraphicsUtils.getMinimumSize(javax.swing.plaf.synth.SynthContext,java.awt.Font,java.lang.String,javax.swing.Icon,int,int,int,int,int,int)",Returns the minimum size needed to properly render an icon and text.,54,return
643,29125,"javax.swing.text.PlainView.drawLine(int,java.awt.Graphics,int,int)","Renders a line of text, suppressing whitespace at the end and expanding any tabs.",4,render
644,29106,"javax.swing.text.ParagraphView.paint(java.awt.Graphics,java.awt.Shape)",Renders using the given rendering surface and area on that surface.,4,render
645,50435,"android.text.style.DrawableMarginSpan.drawLeadingMargin(android.graphics.Canvas,android.graphics.Paint,int,int,int,int,int,java.lang.CharSequence,int,int,boolean,android.text.Layout)",Renders the leading margin.,4,render
646,38867,android.gesture.GestureOverlayView.draw(android.graphics.Canvas),Manually render this view (and all of its children) to the given Canvas.,4,render
647,27738,"javax.swing.plaf.synth.SynthGraphicsUtils.getPreferredSize(javax.swing.plaf.synth.SynthContext,java.awt.Font,java.lang.String,javax.swing.Icon,int,int,int,int,int,int)",Returns the preferred size needed to properly render an icon and text.,54,return
648,26855,"javax.swing.plaf.basic.BasicTreeUI.getRowX(int,int)","Returns the location, along the x-axis, to render a particular row at.",54,return
649,8806,java.lang.reflect.Modifier.isTransient(int),"Return true if the integer argument includes the transient modifier, false otherwise.",54,return
650,31425,javax.xml.transform.TransformerFactory.getURIResolver(),"Get the object that is used by default during the transformation to resolve URIs used in document(), xsl:import, or xsl:include.",54,get
651,34812,"android.app.DownloadManager.Request.addRequestHeader(java.lang.String,java.lang.String)",Add an HTTP header to be included with the download request.,61,add
652,25478,"javax.swing.RowFilter.orFilter(java.lang.Iterable<? extends javax.swing.RowFilter<? super,? super I>>)",Returns a RowFilter that includes entries if any of the supplied filters includes the entry.,54,return
653,11550,java.sql.DatabaseMetaData.doesMaxRowSizeIncludeBlobs(),Retrieves whether the return value for the method getMaxRowSize includes the SQL data types LONGVARCHAR and LONGVARBINARY.,65,retrieve
654,42043,android.icu.text.UnicodeSet.size(),Returns the number of elements in this set (its cardinality) Note than the elements of a set may include both individual codepoints and strings.,54,return
655,36712,android.bluetooth.le.PeriodicAdvertisingParameters.Builder.setIncludeTxPower(boolean),Whether the transmission power level should be included in the periodic packet.,54,\N
656,50188,android.text.StaticLayout.Builder.setIncludePad(boolean),"Set whether to include extra space beyond font ascent and descent (which is needed to avoid clipping in some languages, such as Arabic and Kannada).",77,set
657,34891,android.app.Fragment.onDestroyOptionsMenu(),Called when this fragment's option menu items are no longer being included in the overall options menu.,9,call
658,55944,android.widget.TabWidget.childDrawableStateChanged(android.view.View),"If addStatesFromChildren() is true, refreshes this group's drawable state (to include the states from its children).",56,refresh
659,46900,android.preference.PreferenceScreen.onSaveInstanceState(),Hook allowing a Preference to generate a representation of its internal state that can later be used to create a new instance with that same state.,53,\N
660,51300,"android.view.KeyEvent.Callback.onKeyMultiple(int,int,android.view.KeyEvent)","Called when a user's interaction with an analog control, such as flinging a trackball, generates simulated down/up events for the same key multiple times in quick succession.",9,call
661,46789,android.preference.Preference.onSaveInstanceState(),Hook allowing a Preference to generate a representation of its internal state that can later be used to create a new instance with that same state.,53,\N
662,43371,"android.media.JetPlayer.setEventListener(android.media.JetPlayer.OnJetEventListener,android.os.Handler)",Sets the listener JetPlayer notifies when a JET event is generated by the rendering and playback engine.,77,\N
663,8832,java.lang.reflect.Proxy.isProxyClass(java.lang.Class<?>),Returns true if and only if the specified class was dynamically generated to be a proxy class using the getProxyClass method or the newProxyInstance method.,54,return
664,47580,"android.renderscript.Script.setVar(int,boolean)",Only intended for use by generated reflected code.,53,\N
665,18097,javax.crypto.SecretKeyFactory.generateSecret(java.security.spec.KeySpec),Generates a SecretKey object from the provided key specification (key material).,15,generate
666,48364,"android.service.voice.VoiceInteractionSession.onKeyMultiple(int,int,android.view.KeyEvent)","Called when a user's interaction with an analog control, such as flinging a trackball, generates simulated down/up events for the same key multiple times in quick succession.",9,\N
667,20459,javax.naming.CompoundName.toString(),"Generates the string representation of this compound name, using the syntax rules of the compound name.",15,generate
668,15216,java.util.SimpleTimeZone.hashCode(),Generates the hash code for the SimpleDateFormat object.,15,generate
669,53104,android.view.accessibility.AccessibilityNodeInfo.findFocus(int),Find the view that has the specified focus type.,62,find
670,29784,javax.swing.tree.DefaultMutableTreeNode.getFirstLeaf(),Finds and returns the first leaf that is a descendant of this node -- either this node or its first child's first leaf.,62,find
671,52181,android.view.View.getRootView(),Finds the topmost view in the current view hierarchy.,62,find
672,7558,java.lang.ClassLoader.getResource(java.lang.String),Finds the resource with the given name.,62,find
673,7099,java.io.ObjectStreamClass.lookup(java.lang.Class<?>),Find the descriptor for a class that can be serialized.,62,find
674,6450,java.beans.Expression.execute(),"The execute method finds a method whose name is the same as the methodName property, and invokes the method on the target.",62,\N
675,54136,android.webkit.WebView.setFindListener(android.webkit.WebView.FindListener),Registers the listener to be notified as find-on-page operations progress.,61,register
676,8431,java.lang.invoke.MethodType.genericMethodType(int),Finds or creates a method type whose components are all Object.,62,find
677,51620,"android.view.FocusFinder.findNextFocusFromRect(android.view.ViewGroup,android.graphics.Rect,int)","Find the next view to take focus in root's descendants, searching from a particular rectangle in root's coordinates.",62,find
678,56449,dalvik.system.BaseDexClassLoader.findResource(java.lang.String),Finds the resource with the given name.,62,find
679,37238,android.content.Context.openFileInput(java.lang.String),Open a private file associated with this Context's application package for reading.,46,open
680,44264,"android.media.midi.MidiManager.openDevice(android.media.midi.MidiDeviceInfo,android.media.midi.MidiManager.OnDeviceOpenedListener,android.os.Handler)",Opens a MIDI device for reading and writing.,46,open
681,22172,"javax.sound.sampled.SourceDataLine.open(javax.sound.sampled.AudioFormat,int)","Opens the line with the specified format and suggested buffer size, causing the line to acquire any required system resources and become operational.",46,open
682,57043,"java.nio.file.SecureDirectoryStream.newDirectoryStream(T,java.nio.file.LinkOption)","Opens the directory identified by the given path, returning a SecureDirectoryStream to iterate over the entries in the directory.",46,open
683,38159,"android.content.res.Resources.openRawResource(int,android.util.TypedValue)",Open a data stream for reading a raw resource.,46,open
684,49729,android.test.mock.MockContext.openFileInput(java.lang.String),Open a private file associated with this Context's application package for reading.,46,open
685,10149,"java.nio.file.Files.newBufferedWriter(java.nio.file.Path,java.nio.file.OpenOption...)","Opens or creates a file for writing, returning a BufferedWriter to write text to the file in an efficient manner.",46,open
686,9967,java.nio.channels.spi.SelectorProvider.openSocketChannel(),Opens a socket channel.,46,open
687,10155,"java.nio.file.Files.newInputStream(java.nio.file.Path,java.nio.file.OpenOption...)","Opens a file, returning an input stream to read from the file.",46,open
688,44224,android.media.midi.MidiDevice.openOutputPort(int),Called to open a MidiOutputPort for the specified port number.,46,open
689,40882,android.icu.lang.UCharacter.getUnicodeNumericValue(int),[icu] Returns the numeric value for a Unicode code point as defined in the Unicode Character Database.,54,return
690,53734,android.view.inputmethod.InputMethodSubtype.getExtraValueOf(java.lang.String),"The string of ExtraValue in subtype should be defined as follows: example: key0,key1=value1,key2,key3,key4=value4",53,\N
691,38462,android.database.DefaultDatabaseErrorHandler.onCorruption(android.database.sqlite.SQLiteDatabase),defines the default method to be invoked when database corruption is detected.,77,define
692,3860,java.awt.MenuShortcut.equals(java.awt.MenuShortcut),Returns whether this MenuShortcut is the same as another: equality is defined to mean that both MenuShortcuts use the same key and both either use or don't use the SHIFT key.,54,return
693,55800,android.widget.Spinner.performClick(),"Call this view's OnClickListener, if it is defined.",33,call
694,55444,android.widget.ProgressBar.setIndeterminateDrawable(android.graphics.drawable.Drawable),Define the drawable used to draw the progress bar in indeterminate mode.,77,define
695,51264,android.view.ViewDebug.ExportedProperty.mapping(),A mapping can be defined to map int values to specific strings.,77,\N
696,3861,java.awt.MenuShortcut.equals(java.lang.Object),Returns whether this MenuShortcut is the same as another: equality is defined to mean that both MenuShortcuts use the same key and both either use or don't use the SHIFT key.,54,return
697,35228,android.app.MediaRouteButton.performClick(),"Call this view's OnClickListener, if it is defined.",33,call
698,54899,"android.widget.ExpandableListView.performItemClick(android.view.View,int,long)","Call the OnItemClickListener, if it is defined.",33,call
699,4582,java.awt.dnd.DropTarget.isActive(),Reports whether or not this DropTarget is currently active (ready to accept drops).,9,report
700,42756,android.location.GpsStatus.Listener.onGpsStatusChanged(int),Called to report changes in the GPS status.,9,call
701,33612,org.xml.sax.ext.LexicalHandler.endCDATA(),Report the end of a CDATA section.,9,report
702,2983,"java.awt.Component.firePropertyChange(java.lang.String,double,double)",Reports a bound property change.,69,\N
703,33605,"org.xml.sax.ext.DeclHandler.attributeDecl(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)",Report an attribute type declaration.,9,report
704,48388,android.service.voice.VoiceInteractionSession.CommandRequest.sendIntermediateResult(android.os.Bundle),"Report an intermediate result of the request, without completing it (the request is still active and the app is waiting for the final result), resulting in a call to VoiceInteractor.CommandRequest.onCommandResult with false for isCompleted.",9,report
705,6508,"java.beans.PropertyChangeSupport.firePropertyChange(java.lang.String,boolean,boolean)",Reports a boolean bound property update to listeners that have been registered to track updates of all properties or a property with the specified name.,9,\N
706,48850,android.telecom.Connection.VideoProvider.handleCallSessionEvent(int),Used to inform listening InCallService implementations when the Connection.VideoProvider reports a call session event.,9,call
707,42910,android.location.GnssStatus.hasCarrierFrequencyHz(int),Reports whether getCarrierFrequencyHz(int) is available (i.e.,9,report
708,34558,android.app.ActivityOptions.requestUsageTimeReport(android.app.PendingIntent),"Ask the the system track that time the user spends in the app being launched, and report it back once done.",6,ask
709,51553,android.view.Choreographer.postFrameCallback(android.view.Choreographer.FrameCallback),Posts a frame callback to run on the next frame.,19,post
710,34824,android.app.DownloadManager.Request.setRequiresDeviceIdle(boolean),"Specify that to run, the download needs the device to be in idle mode.",77,specify
711,36236,android.app.job.JobInfo.Builder.setRequiresCharging(boolean),"Specify that to run this job, the device needs to be plugged in.",77,specify
712,3134,java.awt.ComponentOrientation.isLeftToRight(),HorizontalLines: Do items run left-to-right?,77,\N
713,37243,"android.content.Context.registerReceiver(android.content.BroadcastReceiver,android.content.IntentFilter)",Register a BroadcastReceiver to be run in the main activity thread.,61,register
714,35732,android.app.UiAutomation.setRunAsMonkey(boolean),"Sets whether this UiAutomation to run in a \monkey\"" mode.""",77,set
715,53435,"android.view.animation.LayoutAnimationController.setAnimation(android.content.Context,int)",Sets the animation to be run on each child of the view group on which this layout animation controller is .,77,set
716,30135,"javax.tools.Tool.run(java.io.InputStream,java.io.OutputStream,java.io.OutputStream,java.lang.String...)",Run the tool with the given I/O channels and arguments.,33,run
717,35677,"android.app.Service.startForeground(int,android.app.Notification)","If your service is started (running through startService(Intent)), then also make this service run in the foreground, supplying the ongoing notification to be shown to the user while in this state.",33,\N
718,53434,android.view.animation.LayoutAnimationController.setAnimation(android.view.animation.Animation),Sets the animation to be run on each child of the view group on which this layout animation controller is .,33,set
719,9888,java.nio.channels.SelectionKey.isValid(),Tells whether or not this key is valid.,69,tell
720,23959,javax.swing.JFileChooser.rescanCurrentDirectory(),Tells the UI to rescan its files list from the current directory.,69,rescan
721,22957,javax.swing.CellEditor.cancelCellEditing(),Tells the editor to cancel editing and not accept any partially edited value.,85,cancel
722,18624,javax.imageio.plugins.jpeg.JPEGImageWriteParam.setOptimizeHuffmanTables(boolean),Tells the writer to generate optimized Huffman tables for the image as part of the writing process.,69,tell
723,8413,java.lang.invoke.MethodHandles.Lookup.lookupModes(),Tells which access-protection classes of members this lookup object can produce.,69,tell
724,7276,java.io.Reader.markSupported(),Tells whether this stream supports the mark() operation.,69,tell
725,33638,"org.xml.sax.ext.DefaultHandler2.getExternalSubset(java.lang.String,java.lang.String)","Tells the parser that if no external subset has been declared in the document text, none should be used.",69,\N
726,54018,android.webkit.WebSettings.setJavaScriptEnabled(boolean),Tells the WebView to enable JavaScript execution.,69,enable
727,10001,java.nio.charset.CharsetDecoder.isAutoDetecting(),Tells whether or not this decoder implements an auto-detecting charset.,69,tell
728,51440,android.view.ViewParent.canResolveTextAlignment(),Tells if this view parent can resolve the text alignment.,69,tell
729,22995,javax.swing.ListSelectionModel.addListSelectionListener(javax.swing.event.ListSelectionListener),Add a listener to the list that's notified each time a change to the selection occurs.,61,add
730,28238,javax.swing.table.AbstractTableModel.addTableModelListener(javax.swing.event.TableModelListener),Adds a listener to the list that's notified each time a change to the data model occurs.,61,add
731,38297,android.database.AbstractCursor.SelfContentObserver.onChange(boolean),This method is called when a content change occurs.,9,call
732,22994,javax.swing.ListModel.removeListDataListener(javax.swing.event.ListDataListener),Removes a listener from the list that's notified each time a change to the data model occurs.,68,remove
733,46443,android.os.StrictMode.setThreadPolicy(android.os.StrictMode.ThreadPolicy),"Sets the policy for what actions on the current thread should be detected, as well as the penalty if such actions occur.",77,set
734,23463,javax.swing.DefaultListSelectionModel.removeListSelectionListener(javax.swing.event.ListSelectionListener),Remove a listener from the list that's notified each time a change to the selection occurs.,68,remove
735,43050,"android.media.MediaDrm.OnEventListener.onEvent(android.media.MediaDrm,byte[],int,int,byte[])",Called when an event occurs that requires the app to be notified,9,\N
736,23137,javax.swing.AbstractButton.setRolloverEnabled(boolean),"Sets the rolloverEnabled property, which must be true for rollover effects to occur.",77,set
737,20028,"javax.management.relation.RelationService.handleNotification(javax.management.Notification,java.lang.Object)",Invoked when a JMX notification occurs.,9,invoke
738,51295,android.view.GestureDetector.OnGestureListener.onSingleTapUp(android.view.MotionEvent),Notified when a tap occurs with the up MotionEvent that triggered it.,9,notify
739,28928,"javax.swing.text.GlyphView.getText(int,int)",Fetch a reference to the text that occupies the given range.,54,fetch
740,28915,javax.swing.text.GlyphView.getBackground(),Fetch the background color to use to render the glyphs.,54,fetch
741,29474,javax.swing.text.html.HTMLEditorKit.getParser(),Fetch the parser to use for reading HTML streams.,54,fetch
742,28668,javax.swing.text.ComponentView.getComponent(),Fetch the component associated with the view.,54,fetch
743,10402,java.rmi.activation.ActivationGroupDesc.CommandEnvironment.getCommandOptions(),Fetch the configured java command options.,54,fetch
744,8968,java.net.SocketOptions.getOption(int),Fetch the value of an option.,54,fetch
745,28874,javax.swing.text.FlowView.getFlowSpan(int),Fetch the constraining span to flow against for the given child index.,54,fetch
746,28919,javax.swing.text.GlyphView.getForeground(),Fetch the foreground color to use to render the glyphs.,54,fetch
747,29476,javax.swing.text.html.HTMLEditorKit.getViewFactory(),Fetch a factory that is suitable for producing views of any models that are produced by this kit.,54,fetch
748,28927,javax.swing.text.GlyphView.getTabExpander(),Fetch the TabExpander to use if tabs are present in this view.,54,fetch
749,40797,android.hardware.usb.UsbDeviceConnection.requestWait(),Waits for the result of a queue(ByteBuffer) operation Note that this may return requests queued on multiple UsbEndpoints.,32,wait
750,7860,"java.lang.Process.waitFor(long,java.util.concurrent.TimeUnit)","Causes the current thread to wait, if necessary, until the subprocess represented by this Process object has terminated, or the specified waiting time elapses.",28,cause
751,15554,"java.util.concurrent.BlockingQueue.poll(long,java.util.concurrent.TimeUnit)","Retrieves and removes the head of this queue, waiting up to the specified wait time if necessary for an element to become available.",68,remove
752,49255,android.telephony.PhoneNumberUtils.isStartsPostDial(char),This any anything to the right of this char is part of the post-dial string (eg this is PAUSE or WAIT),68,\N
753,45865,android.os.MessageQueue.IdleHandler.queueIdle(),Called when the message queue has run out of messages and will now wait for more.,9,call
754,35126,android.app.Instrumentation.startActivitySync(android.content.Intent),Start a new activity and wait for it to begin running before returning.,78,start
755,22694,javax.sql.rowset.BaseRowSet.setQueryTimeout(int),Sets to the given number the maximum number of seconds the driver will wait for a query to execute.,77,set
756,46491,android.os.SystemClock.sleep(long),Waits a given number of milliseconds (of uptimeMillis) before returning.,32,wait
757,58339,java.util.concurrent.locks.AbstractQueuedLongSynchronizer.ConditionObject.awaitNanos(long),Implements timed condition wait.,53,\N
758,25666,javax.swing.SwingWorker.get(),"Waits if necessary for the computation to complete, and then retrieves its result.",32,\N
759,17035,java.util.logging.Logger.warning(java.util.function.Supplier<java.lang.String>),"Log a WARNING message, which is only to be constructed if the logging level is such that the message will actually be logged.",1,log
760,4389,java.awt.color.ICC_Profile.getInstance(byte[]),Constructs an ICC_Profile object corresponding to the data in a byte array.,15,construct
761,34114,"android.animation.PropertyValuesHolder.ofObject(java.lang.String,,Â ?>,android.graphics.Path)",Constructs and returns a PropertyValuesHolder with a given property name and a Path along which the values should be animated.,15,construct
762,11498,java.sql.Connection.createClob(),Constructs an object that implements the Clob interface.,15,construct
763,48156,android.service.dreams.DreamService.onCreate(),Called when this Dream is constructed.,9,\N
764,34081,"android.animation.ObjectAnimator.ofMultiInt(java.lang.Object,java.lang.String,int[][])",Constructs and returns an ObjectAnimator that animates over int values for a multiple parameters setter.,15,construct
765,41302,"android.icu.text.DateIntervalFormat.getInstance(java.lang.String,java.util.Locale,android.icu.text.DateIntervalInfo)","Construct a DateIntervalFormat from skeleton a DateIntervalInfo, and the given locale.",15,construct
766,34157,"android.animation.ValueAnimator.ofObject(android.animation.TypeEvaluator,java.lang.Object)",Constructs and returns a ValueAnimator that animates between Object values.,15,construct
767,34078,"android.animation.ObjectAnimator.ofInt(java.lang.Object,java.lang.String,java.lang.String,android.graphics.Path)",Constructs and returns an ObjectAnimator that animates coordinates along a Path using two properties.,15,construct
768,10203,"java.nio.file.FileSystems.newFileSystem(java.nio.file.Path,java.lang.ClassLoader)",Constructs a new FileSystem to access the contents of a file as a file system.,15,construct
769,15701,java.util.concurrent.CompletableFuture.get(),"Waits if necessary for this future to complete, and then returns its result.",32,\N
770,16022,java.util.concurrent.CountedCompleter.helpComplete(int),"If this task has not completed, attempts to process at most the given number of other unprocessed tasks for which this task is on the completion path, if any are known to exist.",32,process
771,10695,java.security.MessageDigest.digest(byte[]),"Performs a final update on the digest using the specified array of bytes, then completes the digest computation.",33,perform
772,36866,"android.content.AsyncQueryHandler.onQueryComplete(int,java.lang.Object,android.database.Cursor)",Called when an asynchronous query is completed.,9,call
773,33867,android.accounts.AccountManagerFuture.isDone(),Returns true if this task completed.,54,return
774,15696,java.util.concurrent.CompletableFuture.cancel(boolean),"If not already completed, completes this CompletableFuture with a CancellationException.",14,complete
775,32377,org.omg.CORBA.portable.ObjectImpl._releaseReply(org.omg.CORBA.portable.InputStream),Releases the given reply stream back to the ORB when unmarshalling has completed after a call to the method _invoke.,17,release
776,18427,javax.imageio.event.IIOReadProgressListener.sequenceComplete(javax.imageio.ImageReader),Reports that a sequence of read operations has completed.,69,\N
777,43079,"android.media.SoundPool.OnLoadCompleteListener.onLoadComplete(android.media.SoundPool,int,int)",Called when a sound has completed loading.,9,call
778,21327,javax.print.attribute.standard.JobMediaSheetsCompleted.equals(java.lang.Object),Returns whether this job media sheets completed attribute is equivalent to the passed in object.,54,\N
